id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
115,매생이굴칼국수,Noodle Soup with Seaweed Fulvescens and Oyster,"This knife-cut noodle dish is made by boiling noodles in broth and adding oyster and maesaengi when the noodles are almost cooked. Harvested mainly in winter, maesaengi has a fresh sea smell and soft texture. ",,면 [Myeon],,
116,매생이떡국,Seaweed Fulvescens Rice Cake Soup,"Slices of long, cylinder-shaped rice cake (garaetteok) and seaweed fulvescens boiled together in anchovy or beef broth. Seaweed fulvescens are a specialty of Korea and can be grown only in clean water. It is a nutritious winter delicacy.",,면 [Myeon],,
117,물냉면,Cold Buckwheat Noodles,Buckwheat noodles served in chilled soup made of dongchimi (radish kimchi) liquid and beef broth. This noodle dish is garnished with white radish and Asian pear slices and seasoned with mustard and vinegar.,,면 [Myeon],,
118,밀면,Wheat Noodles,"Milmyeon refers to noodles made of flour and starch. Boiled noodles are added with broth and topped with garnishes, such as cucumber, egg, and pork. The dish originated in Busan during the Korean War and it is a popular local delicacy of the region.",,면 [Myeon],,
119,바지락칼국수,Noodle Soup with Clams,"Fresh knifecut noodles (kalgulksu), made by rolling flour dough and slicing into thin noodles, cooked in a clear broth made with littleneck clams.",,면 [Myeon],,
120,버섯칼국수,Mushroom Noodle Soup,"This dish is prepared by boiling noodles in broth and adding a variety of mushrooms, such as shiitake, button, enoki, and oyster mushrooms. Red chili sauce can be added to make it spicy.",,면 [Myeon],,
121,비빔국수,Spicy Noodles,"Chilled noodles topped with egg garnish and served with cucumber, Korean parsley, and perilla leaves. The noodles, egg garnish, and vegetables are mixed together with a vinegar-based gochujang or seasoned soy sauce.",,면 [Myeon],,
122,비빔냉면,Spicy Buckwheat Noodles,"Chilled buckwheat noodles garnished with cold slices of beef, fresh skate, and radish or cucumber. Served with a spicy gochujang mixing sauce.",,면 [Myeon],,
123,수제비,Hand-pulled Dough Soup,"Soft pieces of flour dough hand-torn and dropped into boiling stock. The stock is usually made with dried anchovies, but sliced potatoes or squash can be added according to preference.",,면 [Myeon],,
124,안동국시,Andong Noodle,"Noodles made from flour mixed with bean powder and boiled in clear soup. Associated with Andong, North Gyeongsang Province, this noodle dish is also referred to as  ""washed noodle,"" because the cooked noodles used to be washed in cold water.",,면 [Myeon],,
125,어탕국수,Noodle in Fish Stew,Noodles in fish stew made by grinding and boiling freshwater fish. Japanese pepper powder can be added according to one's preference. This stew is eaten widely in the South Gyeongsang area as an energy-boosting dish. ,,면 [Myeon],,
126,얼큰수제비,Spicy Hand-pulled Dough Soup,This delicacy is prepared by dropping hand-pulled flour dough into boiling anchovy broth seasoned with gochujang (red chili paste) and red chili powder.,,면 [Myeon],,
127,얼큰칼국수,Spicy Noodle Soup,A spicy noodle dish made by boiling knife-cut noodles in hot anchovy broth seasoned with gochujang (red chili paste) and red chili powder.,,면 [Myeon],,
128,열무국수,Young Summer Radish KimchiNoodles,"This dish is boiled noodles inyeolmukimchi mixed with beef stock. Yeolmu, or young radish, is widely used to make kimchi, mulnaengmyeon, and bibimbap (boiled barley).",,면 [Myeon],,
129,열무냉면,Buckwheat Noodles with YoungSummer Radish Kimchi,"This dish features cold noodles in kimchi soup that is made by mixing salted young radish with chopped onion, chives, pepper, garlic, and flour paste to create a broth. A popular summer dish, yeolmunaengmyeon is served with a boiled halved egg and other garnishes.",,면 [Myeon],,
130,열무비빔국수,Spicy Noodles with Young Summer Radish Kimchi,Noodles topped with well-fermented yeolmukimchi (young summer radish) and julienned cucumber and other vegetables. It is a summer delicacy that is mixed with a gochujang (red chili paste) sauce at the table.,,면 [Myeon],,
131,온면,Warm Noodles,"Noodles in hot beef-based broth, Onmyeon is also referred to as “Guksujangguk.” It is often served at birthday parties and wedding ceremonies to wish for the longevity of others, as long noodles symbolize longevity in Korea.",,면 [Myeon],,
132,올챙이국수,Tadpole Noodles,"Made with cooked corn or persimmons that look like jelly, the noodles are short and stout like tadpoles, hence the name tadpole noodles. The noodles are often served in soybean soup and are loved for their chewy texture and savory flavor.",,면 [Myeon],,
133,잔치국수,Banquet Noodles,"Noodles in hot anchovy broth with egg garnish. Typically served at weddings, birthdays, and other festive occasions.",,면 [Myeon],,
134,장칼국수,Gochujang and Doenjang Noodle Soup,A knife-cut noodle dish made by boiling noodles in broth seasoned with gochujang (red chili paste) and doenjang (soybean paste). The noodles are chewy and the broth is spicy. It is a local delicacy of Gangwon Province.,,면 [Myeon],,
135,쟁반국수,Jumbo-sized Buckwheat Noodles,"Chilled buckwheat noodles with shredded cucumber, perilla leaves, and other vegetables. Served cold on a large platter with a vinegar-based gochujang dipping sauce.",,면 [Myeon],,
136,쟁반막국수,Jumbo-sized Buckwheat Noodles,Chilled buckwheat noodles and a variety of vegetables with soy sauce or gochujang (red chili paste). The dish is served on a large platter and the ingredients are mixed at the table. This makes the dish fun to eat.,,면 [Myeon],,
137,진주냉면,Jinju Cold Buckwheat Noodles,"Boiled buckwheat noodles served in a seafood broth made by boiling dried seafood, such as shrimp, mussel meat, and pollack, and shiitake mushroom. This noodle dish is served with colorful toppings, including julienned Korean cabbage kimchi, battered and pan-fried beef, and egg garnish.  ",,면 [Myeon],,
138,쫄면,Spicy Chewy Noodles,"Jjolmyeon refers to thick flour noodles characterized by their chewiness. It is usually topped with cucumber, cabbage, and bean sprout and mixed with a gochujang (red chili paste) sauce at the table.",,면 [Myeon],,
139,초계국수,Cold Chicken Noodles,This dish consists of buckwheat noodles served in chilled chicken soup flavored with vinegar and mustard and topped with shredded chicken. Chogyeguksu is a dish commonly eaten in summer as it is believed to raise energy levels.,,면 [Myeon],,
140,칡냉면,Cold Arrow Root Noodles,"Noodles served with a spicy sauce and cold broth that are mixed at the table. As the noodles of this dish are made from arrow root starch mixed with flour, they look rather dark and give off the distinctive fragrance of arrow root.",,면 [Myeon],,
141,칼국수,Noodle Soup,"Fresh knife-cut noodles, made by rolling flour dough and slicing into thin noodles, cooked in anchovy sauce. Zucchini, potatoes, and seafood may beadded.",,면 [Myeon],,
142,코다리냉면,Cold Buckwheat Noodles with Half-dried Pollak,"Cold noodles boiled, rinsed in cold water, and drained. Topped with seasoned and shredded half-dried pollack, this cold noodle dish is mixed with a spicy sauce at the table. ",,면 [Myeon],,
143,콧등치기국수,Buckwheat Noodles with Potato Balls,"A local specialty of Gangwon Province, Kotdeungchigiguksu is buckwheat noodles boiled with potato ongsimi that has been boiled in beef stock. The name of this dish comes from the fact that the noodles are chewy and springy enough to hit (chigi) the bridge of one’s nose (kotdeung).",,면 [Myeon],,
144,콩국수,Noodles in Cold Soybean Soup,Noodles in chilled soybean soup. This soup is made of boiled and puréed soybeans and seasoned with salt. A summer staple served with ice and Yeolmukimchi (young summer radish kimchi) on the side.,,면 [Myeon],,
145,팥칼국수,Red Bean Paste Noodle Soup,This soup is prepared by boiling knife-cut noodles in a broth made by boiling red beans until soft and tender and sieving them. A dash of sugar or salt may be added according to one’s preference.,,면 [Myeon],,
146,평양냉면,Pyeongyang Cold Buckwheat Noodles,"A local specialty of the Pyeongyang area, this dish is buckwheat noodles served in a chilled meat-based broth. In the past, the broth was made by boiling pheasant, but now it is made with beef and beef leg bone.",,면 [Myeon],,
147,함흥냉면,Hamheung Cold Buckwheat Noodles,"Potato or sweet potato starch noodles mixed with a spicy sauce and topped with sliced raw flounder or skate. Owing to its topping of raw fish, this dish is often referred to as “hoenaengmyeon (cold noodles with sliced raw fish).”",,면 [Myeon],,
148,항아리수제비,Hand-pulled Dough Soup in Pot,"This dish is sujebi (soft pieces of flour dough hand-pulled and dropped in boiling stock) boiled with baby clams and vegetables and served in an earthen jar, which helps keep the sujebi warm until the end of the meal.",,면 [Myeon],,
149,해물수제비,Hand-pulled Dough Soup with Seafood,"To make this dish, soft pieces of hand-torn flour dough are dropped into boiling stock, which is made by boiling seafood, such as clam and shrimp, along with potato and zucchini.",,면 [Myeon],,
150,해물칼국수,Noodle Soup with Seafood,"Kalguksu is a noodle soup made by slicing thinly rolled flour dough into thin noodles and boiling them in broth. Kalgukgu with seafood is made by boiling thin noodles with seafood, such as shrimp, octopus, and clam, in a baby clam broth.",,면 [Myeon],,
151,황태비빔막국수,Spicy Buckwheat Noodles with DriedPollack,"This dish consists of spicy buckwheat noodles topped with sliced dried pollack, sauce, and garnishes. The tender and tasty dried pollack matches well with the characteristic savory flavor of buckwheat noodles.",,면 [Myeon],,
152,황태칼국수,Noodle Soup with Dried Pollack,"This dish consists of knife-cut noodles boiled with potatoes in a clam stock and topped with dried pollack. The dried pollack is shredded into pieces, soaked in water, and then squeezed to remove excess moisture, before being battered in beaten eggs and fried.",,면 [Myeon],,
153,회냉면,Cold Buckwheat Noodles with Raw Fish,"This dish consists of naengmyeon (cold buckwheat noodles) mixed with a spicy red chili powder and topped with hongeohoemuchim (sliced and seasoned raw skate) and vegetables, among others. The chewy noodles mixed with the thick, spicy sauce go well with the pungent taste of raw skate.",,면 [Myeon],,
154,곰칫국,Moray Eel Soup,"Moray is referred to as “bear fish” in Korea, as many people think it resembles a bear. People in the south and west coast regions enjoy eating this Moray Eel Soup in clear broth, but those in the Samcheok area make it spicy by adding agedkimchi.",,국 [Guk],,
155,근댓국,Leaf Beet Soup,"This is a doenjang (soybean paste)-based soup with leaf beet. Dried shrimp or pollack may also be added, according to one’s preference.",,국 [Guk],,
156,김치콩나물국,Kimchi and Bean Sprout Soup,"An anchovy soup boiled with bean sprouts, kimchi, green onion, minced garlic, and red chili powder, this dish has a hearty flavor that makes it an ideal hangover remedy.",,국 [Guk],,
157,김칫국,Kimchi Soup,"A spicy anchovy soup boiled with kimchi, bean curd, and bean sprout, this dish is especially popular in winter, when kimchi is readily available following gimjang, a Korean tradition of preparing and preserving kimchi for the winter.",,국 [Guk],,
158,냉이된장국,Shepherd's Purse Soybean Paste Soup,"This dish is made by adding doenjang (soybean paste) to an anchovy-based stock or rice water and boiling with shepherd’s purse, bean curd, and green onion. The bitter yet fragrant shepherd’s purse is a great way to stimulate one’s appetite in spring.",,국 [Guk],,
159,달걀국,Egg Soup,"This is an anchovy-based soup that is boiled with beaten eggs and seasoned with soy sauce and salt. Chopped green onion is added at the last moment. Thanks to its simple ingredients, it is one of the easiest and quickest Korean dishes to make.",,국 [Guk],,
160,닭개장,Spicy Chicken Soup,"This dish features shredded chicken meat boiled with vegetables and edible plants and seasoned with chili pepper and sesame oil. To make it,a whole chicken is boiled, and the water is sieved and used as the both for the soup.",,국 [Guk],,
161,도다리쑥국,Flounder and Mugwort Soup,"Flounder boiled with fresh new growth mugwort. As flounder is at its prime in spring, this dish is usually eaten in that season. This dish is quite tasty and does not have any fishy smell, as the fragrant mugwort removes the fish odor. It is widely believed to be an effective hangover remedy in the Tongyeong area of South Gyeongsang Province. ",,국 [Guk],,
162,도토리묵사발,Chilled Acorn Jelly Soup,"Here, sliced dotorimuk is served in a bowl of cold broth. Dotorimuk is a smooth gelatin made by boiling and cooling a mixture of acorn starch and water. As a low-calorie dish, it is ideal for those trying to watch their weight.",,국 [Guk],,
163,된장국,Soybean Paste Soup,"Soybean paste (doenjang) soup with mushroom, onion, clams, fish, or meat. The basic stock is an anchovy-kelp broth or starchy water left over from rinsing rice. It goes well with the Korean staple food, bap (rice).",,국 [Guk],,
